site_year,Rotation,site,Year,common_name,sci_name,disturbance_site,region,NSRNAME,NSRCODE
497_2009,Rotation 1,497,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,VNA,Cephaloziella hampeana,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,VNA,Dicranum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Liverwort,Plagiochila asplenioides,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,VNA,Lophozia,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Slender-stemmed Hair Moss,Ditrichum flexicaule,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,VNA,Bryum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Narrow Cruet-moss,Tetraplodon angustatus,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Spruce's Leskea,Platydictya jungermannioides,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Bryum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Chiloscyphus pallescens,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Brachythecium,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Midway Peat Moss,Sphagnum girgensohnii,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Fertile Feather-moss,Drepanocladus polygamus,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Acute-leaved Peat-moss,Sphagnum angustifolium,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Ringless Hook-moss,Sarmentypnum exannulatum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Warnstorf's Bog-moss,Sphagnum warnstorfii,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Greenland curved-tail moss,Dicranum fuscescens,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Thin-leafed Peat Moss,Sphagnum squarrosum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Blandow's Helodium Moss,Helodium blandowii,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Meadow Hypnum Moss,Hypnum pratense,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Tinyleaf Small Plume Moss,Haplocladium microphyllum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Flat-brocade Moss,Platygyrium repens,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Cushion Moss,Climacium dendroides,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Dicranum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Wavy Dicranum,Dicranum montanum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Liverwort,Plagiochila asplenioides,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Radula,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Heath Earwort,Scapania irrigua,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Anastrophyllum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Chiloscyphus polyanthos,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Dentated Silk-moss,Plagiothecium denticulatum,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Lesser Crestwort,Lophocolea minor,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Anomalous Flapwort,Mylia anomala,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Purple Horn-toothed Moss,Cephalozia pleniceps,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,VNA,Plagiomnium,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Common Red Peat-moss,Sphagnum capillifolium,NA,B,Central Mixedwood,CM
498_2009,Rotation 1,498,2009,Sickle-leaved Hook-moss,Sanionia,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,VNA,Chiloscyphus pallescens,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Liverworts,Marchantiopsida,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,VNA,Brachythecium,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Golden Feather-moss,Campyliadelphus chrysophyllus,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Alpine Thyme-moss,Plagiomnium medium,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,VNA,Bryum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Long Forked Moss,Dicranum acutifolium,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Giant Spear Moss,Calliergon giganteum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Purple Moss,Ceratodon purpureus,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,VNA,Orthotrichum speciosum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Bird's Claw Screw Moss,Barbula convoluta,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Mountain Curved-back Moss,Myurella julacea,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Spruce's Leskea,Platydictya jungermannioides,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Red Beard Moss,Bryoerythrophyllum recurvirostrum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Common Red Peat-moss,Sphagnum capillifolium,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Strict Haircap,Polytrichum strictum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Saber Tooth Moss,Plagiomnium ciliare,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Cushion Moss,Climacium dendroides,NA,B,Central Mixedwood,CM
499_2009,Rotation 1,499,2009,Meadow Hypnum Moss,Hypnum pratense,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Ringless Hook-moss,Sarmentypnum exannulatum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Straw Spear-moss,Straminergon stramineum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Cephaloziella rubella,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Fertile Feather-moss,Drepanocladus polygamus,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Cephalozia,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Meadow Hypnum Moss,Hypnum pratense,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Lophocolea,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Brachythecium,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Forcipated Pincerwort,Cephalozia connivens,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Heart-leaved Spear Moss,Calliergon cordifolium,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Thin-leafed Peat Moss,Sphagnum squarrosum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Purple Horn-toothed Moss,Cephalozia pleniceps,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Anomalous Flapwort,Mylia anomala,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Peat Moss,Sphagnum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Lesser Crestwort,Lophocolea minor,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Chiloscyphus pallescens,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Chiloscyphus polyanthos,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Umbrella Liverwort,Marchantia polymorpha,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Pohlia,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Strict Haircap,Polytrichum strictum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Lophozia,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Spruce's Leskea,Platydictya jungermannioides,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Heath Earwort,Scapania irrigua,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Hypnum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Slender Leafy Moss,Rhizomnium gracile,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Liverwort,Plagiochila asplenioides,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Bryum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Bog Germanderwort,Riccardia latifrons,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Dentated Silk-moss,Plagiothecium denticulatum,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Warnstorf's Bog-moss,Sphagnum warnstorfii,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,VNA,Cephaloziella spinigera,NA,B,Central Mixedwood,CM
506_2009,Rotation 1,506,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Bryum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Abietinella abietina,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Brachythecium,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Meadow Hypnum Moss,Hypnum pratense,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Chiloscyphus polyanthos,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Blandow's Helodium Moss,Helodium blandowii,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Common Red Peat-moss,Sphagnum capillifolium,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Broom Moss,Dicranum polysetum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Purple Moss,Ceratodon purpureus,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Plagiomnium,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Red Beard Moss,Bryoerythrophyllum recurvirostrum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Lophozia,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Chiloscyphus pallescens,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,VNA,Cephaloziella divaricata,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Alpine Thyme-moss,Plagiomnium medium,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Drummond's Leafy Moss,Plagiomnium drummondii,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Mountain Curved-back Moss,Myurella julacea,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Giant Spear Moss,Calliergon giganteum,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Stair-step Moss,Hylocomium,NA,B,Central Mixedwood,CM
507_2009,Rotation 1,507,2009,Squarrose Peat Moss,Sphagnum russowii,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Greenland curved-tail moss,Dicranum fuscescens,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Cushion Moss,Dicranum flagellare,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Mountain Curved-back Moss,Myurella julacea,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,VNA,Dicranum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Fertile Feather-moss,Drepanocladus polygamus,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,VNA,Cephaloziella rubella,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Strict Haircap,Polytrichum strictum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,VNA,Cephaloziella divaricata,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,VNA,Brachythecium,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Slender-stemmed Hair Moss,Ditrichum flexicaule,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Golden Feather-moss,Campyliadelphus chrysophyllus,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Fuscous Moss,Dicranum fragilifolium,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Purple Moss,Ceratodon purpureus,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,VNA,Bryum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Bog Germanderwort,Riccardia latifrons,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Peat Moss,Sphagnum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,VNA,Lophozia,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Anomalous Flapwort,Mylia anomala,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Common Red Peat-moss,Sphagnum capillifolium,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Broom Moss,Dicranum polysetum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Palmate Germanderwort,Riccardia palmata,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Moon-leaved Pincerwort,Cephalozia lunulifolia,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Turps Pouchwort,Geocalyx graveolens,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,VNA,Riccardia,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Girgensohn's moss,Sphagnum fuscum,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Creeping Fingerwort,Lepidozia reptans,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
508_2009,Rotation 1,508,2009,Juniper Polytrichum Moss,Polytrichum commune,NA,B,Central Mixedwood,CM
528_2009,Rotation 1,528,2009,VNA,Cephaloziella divaricata,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Forcipated Pincerwort,Cephalozia connivens,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Common Hair-cap,Pohlia nutans,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Narrow-leaved Splachnum,Tetraphis pellucida,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,VNA,Dicranum,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,VNA,Brachythecium,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Fuscous Moss,Dicranum fragilifolium,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Lower Boreal Highlands,LBH
528_2009,Rotation 1,528,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Lower Boreal Highlands,LBH
